rank,total_deposits,bank_name,latitude,longitude
471,2289150000.0,Armstrong Bank,35.2324935,-97.4939136
472,2286587000.0,Orange Bank & Trust Company,41.4037668,-74.3261803
473,2281179000.0,Susser Bank,30.5154764,-97.6894001
474,2277829000.0,UniBank for Savings,,
475,2274546000.0,Republic Bank of Chicago,41.7744319,-87.7222838
476,2270619000.0,Maine Community Bank,43.8876985,-94.1566686
477,2265224000.0,American Bank,38.9028025,-77.0311017
478,2256646000.0,West Coast Community Bank,36.9773958,-122.025309
479,2237421000.0,First Federal Savings and Loan Association of Lakewood,,
480,2234471000.0,KS StateBank,12.9745168,80.1839459
481,2229614000.0,BankNewport,41.4903383,-71.3146962
482,2225409000.0,Citizens and Farmers Bank,37.2554028,-76.7312555
483,2224742000.0,Texas Partners Bank,,
484,2209648000.0,American Momentum Bank,27.7723606,-82.6343933
485,2195430000.0,CalPrivate Bank,,
486,2191167000.0,Open Bank,34.0612768,-118.3062904
487,2180843000.0,First Citizens National Bank,35.9146164,-86.8287324
488,2175574000.0,Blue Ridge Bank,37.5788832,-77.514167
489,2175499000.0,Unity Bank,7.7957113,6.7356118
490,2174193000.0,Lakeside Bank,41.9326015,-87.6687839
491,2174098000.0,First United Bank,30.4969357,-97.7743446
492,2162803000.0,Machias Savings Bank,43.657544,-70.2555542
493,2153773000.0,Bryant Bank,33.2113497,-87.561842
494,2153257000.0,State Bank of Southern Utah,37.1054898,-113.5550854
495,2151616000.0,INB,16.5349459,-88.4404508
496,2145099000.0,Avidia Bank,42.3195015,-71.6454893
497,2142145000.0,Community National Bank,32.0153689,-102.1572305
498,2138306000.0,Centreville Bank,41.4308098,-72.0822795
499,2135069000.0,United Business Bank,37.7896802,-122.3892489
500,2134799000.0,Home Federal Bank of Tennessee,,
501,2134650000.0,Vista Bank,44.4377066,26.097682
502,2133371000.0,"Horizon Bank, SSB",,
503,2133099000.0,Southern Bancorp Bank,35.9344604,-89.9105309
504,2131772000.0,Meridian Bank,39.9593244,-75.6047846
505,2128023000.0,Western State Bank,33.4504812,-111.7038038
506,2125134000.0,"El Dorado Savings Bank, F.S.B.",,
507,2121828000.0,Peoples Bank,41.7272005,-87.5514381
508,2120521000.0,Citizens & Northern Bank,41.5115527,-78.2347245
509,2113973000.0,"Traditional Bank, Inc.",,
510,2113108000.0,American National Bank & Trust,36.6271419,-79.3980344
511,2108473000.0,TexasBank,31.8972159,-98.6053241
512,2094601000.0,Beverly Bank & Trust Company,35.1474438,-80.8257723
513,2091418000.0,Industrial and Commercial Bank of China USA,37.754335,-122.4774291
514,2088988000.0,North Shore Bank,43.0553602,-87.9140169
515,2080369000.0,FCB Banks,38.7317272,-89.8951512
516,2075766000.0,First National Bank,40.5530732,-105.1183686
517,2074916000.0,Interaudi Bank,,
518,2037161000.0,Pinnacle Bank,36.0776221,-86.9497436
519,2030903000.0,Ponce Bank,40.7608036,-73.9226035
520,2028779000.0,Crews Bank & Trust,,
521,2028491000.0,Bank Five Nine,43.1174529,-87.9172492
522,2027474000.0,Medallion Bank,40.6312167,-111.8612525
523,2025680000.0,Texas First Bank,30.0779249,-94.1681701
524,2025319000.0,Georgia Banking Company,33.2767955,-84.2907816
525,2014506000.0,South Shore Bank,42.2668038,-71.0152357
526,2011439000.0,The Bank of Princeton,40.3656079,-74.9462062
527,2006459000.0,Wayne Bank,39.8275983,-84.8950867
528,1989557000.0,Extraco Banks,31.5552597,-97.1230264
529,1982584000.0,"Sterling Bank and Trust, FSB",,
530,1982110000.0,Queensborough National Bank & Trust Company,33.4898589,-82.0740876
531,1972018000.0,Community National Bank & Trust,37.9216234,-95.4025487
532,1957033000.0,United Bank of Iowa,42.6537676,-95.2013461
533,1944770000.0,Somerset Trust Company,39.6509086,-78.9116574
534,1940859000.0,"North American Savings Bank, F.S.B.",,
535,1938553000.0,Coastal States Bank,32.1625779,-80.767887
536,1936408000.0,Hanover Community Bank,42.5444243,-79.1663847
537,1931024000.0,Avidbank,37.4452985,-122.1640044
538,1930078000.0,Cogent Bank,,
539,1927714000.0,John Marshall Bank,39.0845426,-77.1527681
540,1922281000.0,LCNB National Bank,39.1382541,-84.4431853
541,1913810000.0,MainStreet Bank,38.8619106,-77.2928914
542,1912742000.0,Five Points Bank,40.9406196,-98.3582654
543,1909968000.0,The First National Bank of Fort Smith,,
544,1908034000.0,FVCbank,38.9075481,-77.0238207
545,1902775000.0,Commercial Bank,31.9921737,-102.0989637
546,1900906000.0,Evans Bank,42.9223509,-78.8767262
547,1899401000.0,Tradition Capital Bank,,
548,1894915000.0,Dedham Institution for Savings,,
549,1894860000.0,The Ephrata National Bank,,
550,1888854000.0,First Western Bank & Trust,48.2093352,-101.3150896
551,1883959000.0,Cedar Rapids Bank and Trust Company,42.0340948,-91.6979887
552,1883873000.0,Dogwood State Bank,35.8553864,-78.6424204
553,1878489000.0,Anderson Brothers Bank,33.6819513,-78.952826
554,1877554000.0,Farmers and Merchants Trust Company of Chambersburg,,
555,1877313000.0,Country Club Bank,39.0396529,-94.5876397
556,1877078000.0,Schaumburg Bank & Trust Company,,
557,1871146000.0,Falcon International Bank,27.5443138,-99.4821133
558,1866953000.0,The Lyons National Bank,,
559,1863321000.0,"Westfield Bank, FSB",,
560,1863056000.0,United Bank,38.351157,-81.6378371
561,1859554000.0,First Bank,44.9405611,26.025349
562,1858837000.0,Central Bank,37.9323657,58.3751167
563,1854033000.0,The Bank of Commerce,43.4973967,-112.0658924
564,1848334000.0,Ion Bank,41.5259722,-72.7578399
565,1841726000.0,Montecito Bank & Trust,34.4217942,-119.7018621
566,1841624000.0,Guaranty Bank,37.2414457,-93.3159545
567,1831517000.0,Starion Bank,43.0913046,-89.5239611
568,1830808000.0,Isabella Bank,17.5883436,-88.5354184
569,1829689000.0,Cashmere Valley Bank,46.5998678,-120.5859891
570,1815479000.0,Luana Savings Bank,41.6155871,-93.8448816
571,1811621000.0,First Savings Bank,31.7641166,-106.4922522
572,1805461000.0,Think Mutual Bank,43.9547912,-92.4619546
573,1805047000.0,National Bank of Commerce,-6.7476582,39.2840052
574,1802326000.0,Bank Iowa,41.5861223,-93.8096939
575,1793974000.0,IncredibleBank,43.0981611,-89.5253614
576,1790012000.0,CFBank,41.4904694,-81.7091812
577,1785605000.0,Golden Bank,52.2207061,-3.0110708
578,1778303000.0,State Bank of the Lakes,42.4095154,-88.033444
579,1776740000.0,Planters Bank & Trust Company,,
580,1771505000.0,Bank of Tennessee,36.3416334,-82.4036737
581,1771257000.0,Pioneer Bank,42.6496961,-73.7531345
582,1761583000.0,Security First Bank,40.7380227,-96.6450628
583,1753848000.0,Peoples Bank,41.7272005,-87.5514381
584,1752763000.0,First County Bank,41.0963034,-73.52007
585,1751848000.0,PCSB Bank,41.0495703,-94.366852
586,1750665000.0,Marquette Bank,41.7786559,-87.6840085
587,1748258000.0,"South Central Bank, Inc.",,
588,1742336000.0,Bankesb,42.2028122,-72.6192105
589,1736772000.0,Texas Community Bank,29.733852,-95.419573
590,1730111000.0,First Community Bank,-1.2856167,36.8223468
591,1729285000.0,The Village Bank,53.5903888,-1.7506754
592,1728617000.0,American Bank & Trust,36.9787886,-86.4376347
593,1719649000.0,Security State Bank & Trust,30.0602538,-99.165379
594,1718906000.0,Builtwell Bank,36.0096683,-84.0201223
595,1714115000.0,First American Bank,41.7200075,-87.775515
596,1713777000.0,Oak Valley Community Bank,37.6409413,-120.9969652
597,1709809000.0,Fidelity Bank & Trust,42.5160594,-90.7348819
598,1707941000.0,Florence Bank,42.3354336,-72.6702947
599,1706087000.0,One Florida Bank,,
600,1703394000.0,ESSA Bank & Trust,40.6960039,-75.2571342
601,1702423000.0,Opportunity Bank of Montana,46.5908657,-112.0138366
602,1699871000.0,Citizens National Bank,36.0072488,-83.7689636
603,1699624000.0,Esquire Bank,,
604,1686685000.0,"Heritage Bank, Inc.",,
605,1684568000.0,Territorial Savings Bank,21.2866537,-157.8133168
606,1683078000.0,"Peoples National Bank , N.A.",,
607,1680469000.0,Mabrey Bank,36.1335842,-95.9548954
608,1677871000.0,First Citizens Bank,45.5249242,-122.8390145
609,1677773000.0,First Northern Bank of Dixon,,
610,1674659000.0,Signature Bank,40.7074134,-74.0121793
611,1674130000.0,The National Bank of Blacksburg,,
612,1673624000.0,First Fed Bank,43.6599336,-116.3241006
613,1670867000.0,Tri City National Bank,42.9833263,-87.9477695
614,1669985000.0,Parke Bank,39.9535665,-75.1576334
615,1667805000.0,Citizens National Bank of Texas,32.3472007,-97.3930595
616,1665039000.0,QNB Bank,36.8220445,10.192611
617,1654421000.0,Mission Bank,34.6795242,-118.1652063
618,1652188000.0,SouthPoint Bank,33.4382835,-86.7222984
619,1651093000.0,Timberland Bank,47.186479,-122.4622669
620,1649517000.0,Omb Bank,,
621,1647880000.0,First State Bank,42.3312696,-83.0482988
622,1644471000.0,FirstBank Southwest,35.1621527,-101.922288
623,1633038000.0,Beneficial State Bank,47.6144198,-122.3126221
624,1632701000.0,Oakworth Capital Bank,53.8413266,-1.9419575
625,1632305000.0,Legacy Bank & Trust Company,33.1074111,-96.8407856
626,1631883000.0,First United Bank & Trust,39.6501414,-78.7595838
627,1631694000.0,First State Bank of Uvalde,29.725449,-99.7622062
628,1631326000.0,Whitaker Bank,37.9998931,-84.5198472
629,1630180000.0,First Bank Chicago,,
630,1627800000.0,Central Bank,37.9323657,58.3751167
631,1620427000.0,WebBank,,
632,1619576000.0,Bank Of Clarke,39.1101388,-77.5532187
633,1618938000.0,Cornerstone Bank,33.862802,-84.4394842
634,1612425000.0,Embassy Bank for the Lehigh Valley,40.5177073,-75.5613904
635,1610029000.0,Kennebunk Savings Bank,43.1442526,-70.6465016
636,1605901000.0,First Farmers and Merchants Bank,35.9259371,-86.8656103
637,1605730000.0,Thomaston Savings Bank,41.6677664,-72.9234622
638,1594704000.0,North Dallas Bank & Trust Co.,33.049717,-96.7933385
639,1593311000.0,NorthEast Community Bank,,
640,1593032000.0,The First National Bank in Sioux Falls,,
641,1589312000.0,Norway Savings Bank,43.658667,-70.2564848
642,1585367000.0,"Planters Bank, Inc.",,
643,1582341000.0,The Citizens National Bank of Meridian,,
644,1581591000.0,Chain Bridge Bank,52.9695967,-0.057244
645,1579748000.0,The Conway National Bank,33.7561451,-78.8652743
646,1578449000.0,Shinhan Bank America,33.8214352,-118.3287759
647,1576887000.0,Mountain Commerce Bank,36.3835904,-82.4242024
648,1572856000.0,South Atlantic Bank,32.7893916,-79.9295807
649,1570557000.0,Great Plains National Bank,46.8867874,-103.199573
650,1569089000.0,Lincoln Savings Bank,41.5853713,-93.6435786
651,1568310000.0,"Waterford Bank, N.A.",35.8595031,-78.715313
652,1561023000.0,The Farmers & Merchants Bank,38.3926277,-78.811447
653,1558261000.0,Hawthorn Bank,54.0571156,-1.163734
654,1553537000.0,American Commercial Bank & Trust,,
655,1552751000.0,North Easton Savings Bank,42.0258478,-71.1182486
656,1551330000.0,Bank 7,35.4439936,-99.8936586
657,1543924000.0,The Middlefield Banking Company,41.5858069,-81.2157481
658,1540519000.0,Citizens Community Federal,,
659,1540164000.0,Newtown Savings Bank,41.2699749,-73.1290262
660,1536950000.0,Regent Bank,53.3188811,-2.2429073
661,1536484000.0,Lead Bank,39.0915155,-94.5834161
662,1531328000.0,First Financial Bank,39.1391976,-84.4431146
663,1518979000.0,Peoples Bank,41.7272005,-87.5514381
664,1516777000.0,Country Bank for Savings,34.5869776,-112.3407761
665,1514437000.0,"CNB Bank and Trust, N.A.",,
666,1511974000.0,"Cornerstone Capital Bank, SSB",,
667,1511029000.0,One Bank of Tennessee,36.1602723,-85.5000125
668,1506395000.0,"BankWest, Inc.",,
669,1502775000.0,Crystal Lake Bank and Trust Company,,
670,1499239000.0,F&M Bank,37.8258332,-122.2090531
671,1495374000.0,The Lowell Five Cent Savings Bank,42.6462473,-71.3092115
672,1477925000.0,Commonwealth Business Bank,-30.5143075,151.6678468
673,1465832000.0,First Bank of the Lake,38.1456364,-92.6276392
674,1464251000.0,Bank of Springfield,39.7585851,-89.7161168
675,1453409000.0,Union County Savings Bank,40.6552399,-74.3089865
676,1438505000.0,Chesapeake Bank,37.2827009,-76.7185343
677,1436965000.0,The Adirondack Trust Company,,
678,1436550000.0,Yakima Federal Savings and Loan Association,46.226739,-119.2431808
679,1434678000.0,Virginia National Bank,37.5690596,-77.4744303
680,1429154000.0,Blue Foundry Bank,40.741222,-74.0299621
681,1424475000.0,Kitsap Bank,47.6016433,-122.18595
682,1423879000.0,The Moody National Bank,,
683,1414295000.0,"WaterStone Bank, SSB",,
684,1401464000.0,Maspeth Federal Savings and Loan Association,,
685,1399017000.0,Citizens Bank of Lafayette,,
686,1397488000.0,Citizens Alliance Bank,,
687,1394686000.0,Availa Bank,41.7487689,-93.6011296
688,1394355000.0,Blackhawk Bank & Trust,41.4509135,-90.5722555
689,1391702000.0,Forcht Bank,39.0929753,-84.3867815
690,1390502000.0,Bank of Travelers Rest,34.8357629,-82.3172207
691,1389190000.0,Commercial Bank of Texas,31.6513407,-94.656302
692,1386475000.0,Citizens Tri-County Bank,35.223893,-85.2193092
693,1385916000.0,Plumas Bank,40.5892156,-122.357841
694,1385459000.0,Bank of New England,43.0010311,-71.4641241
695,1381972000.0,Nelnet Bank,1.4376453,31.3493908
696,1376969000.0,Providence Bank & Trust,41.7523941,-87.6242866
697,1376879000.0,Sutton Bank,54.2363104,-1.2095682
698,1374912000.0,CBI Bank & Trust,41.6921246,-91.5669573
699,1374347000.0,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",,
700,1370746000.0,The Citizens Bank,34.3717148,-89.4967153
701,1370717000.0,Cape Cod Co-operative Bank,,
702,1370450000.0,Main Street Bank,33.8101427,-117.9185053
703,1368231000.0,THE VINTON COUNTY NATIONAL BANK,,
704,1361369000.0,Fall River Five Cents Savings Bank,,
705,1359162000.0,Horicon Bank,44.0324376,-88.589227
706,1353694000.0,Volunteer Bank,35.8435714,-86.4927253
707,1349607000.0,Cornerstone Bank,33.862802,-84.4394842
708,1349012000.0,Security Federal Bank,34.0104173,-81.0391998
709,1345743000.0,Bank of Bird-in-Hand,40.1714559,-76.381701
710,1345096000.0,Kennebec Savings Bank,44.311519,-69.7797346
711,1345001000.0,Bankhometown,41.8053033,-71.8837909
712,1344738000.0,Landmark National Bank,39.0297736,-95.7647238
713,1341584000.0,Fidelity Co-operative Bank,,
714,1341204000.0,Troy Bank & Trust Company,,
715,1340390000.0,Bonvenu Bank,32.5290577,-93.7110002
716,1339532000.0,First National Bank of Central Texas,31.6291678,-97.2437503
717,1339421000.0,Journey Bank,41.0562345,-76.2344272
718,1334858000.0,Citizens Bank and Trust,44.8676071,-94.3764273
719,1333884000.0,Androscoggin Savings Bank,44.0949514,-70.2311144
720,1328514000.0,Newburyport Five Cents Savings Bank,,
721,1326464000.0,"John Deere Financial, f.s.b.",,
722,1326113000.0,Watertown Savings Bank,42.3765688,-71.2359348
723,1325797000.0,"The Security National Bank of Sioux City, Iowa",,
724,1325031000.0,Colorado Federal Savings Bank,39.5892422,-104.8323441
725,1323253000.0,American Bank of Commerce,30.3907411,-97.7134342
726,1322577000.0,Southern Michigan Bank & Trust,41.9243106,-84.6348662
727,1321719000.0,FFB Bank,48.1845987,11.1164514
728,1321617000.0,Independent Bank,32.791534,-96.7851045
729,1317106000.0,Morris Bank,32.5415919,-82.9478804
730,1306091000.0,Century Bank,30.6938927,-88.1260672
731,1303730000.0,First State Bank,42.3312696,-83.0482988
732,1302331000.0,Kish Bank,40.7855568,-77.8324393
733,1298331000.0,Meredith Village Savings Bank,43.5245045,-71.46696
734,1296438000.0,Pegasus Bank,32.9091588,-96.8060615
735,1296260000.0,East Cambridge Savings Bank,42.3732736,-71.0995406
736,1294307000.0,Community Bank,43.4769365,-75.3198885
737,1291469000.0,The First National Bank and Trust Company,,
738,1290895000.0,Alma Bank,40.6223078,-74.0257356
739,1290552000.0,Relyance Bank,34.7476538,-92.3979313
740,1288806000.0,The Ohio Valley Bank Company,,
741,1288587000.0,Bluestone Bank,41.8795391,-70.9231407
742,1286318000.0,CorTrust Bank,43.351951,-97.4364841
743,1286005000.0,Peoples Bank of Alabama,33.6185885,-86.6108362
744,1284785000.0,First National Bank of Pulaski,34.7245925,-86.5979426
745,1284442000.0,First Federal Savings Bank of Twin Falls,,
746,1282177000.0,Northfield Savings Bank,44.1483376,-72.6560392
747,1279908000.0,The Nodaway Valley Bank,,
748,1279246000.0,The State Bank and Trust Company,,
749,1274909000.0,Washington Financial Bank,40.1695716,-80.2454263
750,1271769000.0,Pathfinder Bank,43.0486082,-76.1527952
751,1271165000.0,Greene County Commercial Bank,,
752,1264939000.0,The Cecilian Bank,37.7357844,-85.8888993
753,1263808000.0,Ives Bank,41.4386632,-73.408239
754,1259905000.0,Community Financial Services Bank,,
755,1259399000.0,The Old Point National Bank of Phoebus,,
756,1256886000.0,Sabine State Bank and Trust Company,31.6337536,-93.6429865
757,1249700000.0,Farmers State Bank,35.0916219,-92.4415866
758,1243658000.0,BankFinancial,41.7882615,-87.603784
759,1243087000.0,Park State Bank,43.043244,-87.9080198
760,1242783000.0,Waukesha State Bank,43.01234,-88.233307
761,1242673000.0,First National Bank,40.5530732,-105.1183686
762,1242174000.0,Sterling Bank,37.7631135,-122.4847657
763,1239534000.0,Riverview Bank,45.6195194,-122.4765026
764,1238313000.0,Community State Bank,41.6272898,-93.5998944
765,1237300000.0,US Metro Bank,34.032522,-118.2506531
766,1237201000.0,Security Bank and Trust Company,29.3109,-96.09997
767,1235699000.0,International Finance Bank,35.1457278,129.0667134
768,1230503000.0,"The Citizens Bank of Philadelphia, Mississippi",,
769,1218817000.0,Alliance Bank,50.4410463,30.6199308
770,1217655000.0,Ameriserv Financial Bank,40.4804592,-78.7353838
771,1216964000.0,Armed Forces Bank,38.8745047,-77.0793834
772,1216547000.0,First Savings Bank,31.7641166,-106.4922522
773,1216251000.0,First National Bank,40.5530732,-105.1183686
774,1214960000.0,First American Bank and Trust,30.0137209,-90.240569
775,1213810000.0,Evergreen Bank Group,,
776,1212480000.0,InBank,38.7920536,-104.8001222
777,1211808000.0,The Park Bank,53.1615775,-2.20316
778,1211571000.0,First Commerce Bank,40.2510804,-74.5643783
779,1205990000.0,First State Bank,42.3312696,-83.0482988
780,1205915000.0,Farmers & Merchants Bank,30.8839432,-83.285577
781,1205337000.0,North State Bank,35.8140264,-78.7058634
782,1204428000.0,Signature Bank of Arkansas,36.1208275,-94.1184665
783,1203808000.0,American Heritage Bank,40.0766028,-75.0837766
784,1203222000.0,BankProv,43.0767446,-70.7610881
